,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,95.0,.538,9.1,26.8,.140,119.0
1,POR,95.0,.582,6.2,35.6,.163,136.9
