,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,97.3,.495,11.0,38.0,.264,117.1
1,POR,97.3,.516,13.0,31.8,.161,114.1
