,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,HOU,105.7,.439,9.7,27.3,.263,106.9
1,BOS,105.7,.663,9.4,22.2,.200,137.2
