,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Dejounte Murray,42:04,.482,.447,.526,.211,2.7,22.2,11.6,40.3,0.0,0.0,19.4,26.5,101,128,-3.5
1,Bogdan Bogdanović,37:23,.693,.630,.391,.435,3.0,32.1,16.3,19.3,1.3,0.0,9.9,35.2,130,124,9.6
2,De'Andre Hunter,34:45,.484,.462,.385,.077,0.0,7.7,3.5,3.9,1.4,0.0,6.9,18.0,94,127,-6.6
3,Vit Krejci,32:12,.800,.800,.800,.000,0.0,8.3,3.8,4.0,1.5,0.0,0.0,6.7,159,126,-1.1
4,Clint Capela,26:58,.556,.556,.000,.000,12.4,24.7,18.0,10.8,1.8,7.1,0.0,14.4,133,118,3.6
5,Bruno Fernando,21:02,.601,.571,.000,.429,10.6,12.7,11.6,13.9,0.0,4.6,10.7,19.2,124,125,-1.5
6,Wesley Matthews,18:22,.500,.500,.333,.000,6.1,0.0,3.3,8.3,2.7,0.0,0.0,21.2,111,125,-2.6
7,Garrison Mathews,17:22,.500,.500,1.000,.000,0.0,7.7,3.5,7.0,0.0,0.0,0.0,7.5,115,130,-4.9
8,Trent Forrest,5:56,.333,.333,.000,.000,18.8,0.0,10.2,0.0,0.0,0.0,25.0,29.2,65,131,-18.3
9,Dylan Windler,3:56,.000,.000,1.000,.000,0.0,67.8,30.9,0.0,0.0,0.0,0.0,11.0,0,123,-14.7
10,Jalen Johnson,Did Not Dress,,,,,,,,,,,,,,,
11,Trae Young,Did Not Dress,,,,,,,,,,,,,,,
