,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,100.5,.489,14.5,12.2,.149,97.5
1,SAC,100.5,.489,14.5,32.7,.176,104.5
