,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,91.3,.479,17.4,10.3,.208,92.0
1,MIA,91.3,.608,8.8,25.7,.241,132.5
