,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,John Collins,32:48,.733,.733,.133,.000,23.8,29.9,26.9,4.3,1.4,0.0,6.3,20.0,149,105,5.3
1,Lauri Markkanen,32:46,.694,.700,.600,.100,3.4,20.0,11.8,21.6,4.3,0.0,12.6,29.8,125,100,13.0
2,Simone Fontecchio,21:13,.714,.714,.429,.000,10.5,25.7,18.2,11.0,0.0,0.0,0.0,13.5,159,109,5.8
3,Kris Dunn,16:52,.500,.500,.250,.000,0.0,6.5,3.3,19.3,2.8,0.0,0.0,9.7,133,105,-0.5
4,Collin Sexton,16:52,.463,.409,.182,.182,6.6,12.9,9.8,44.2,2.8,0.0,14.4,33.7,108,104,0.6
5,Keyonte George,31:08,.322,.167,.333,.667,0.0,14.0,7.1,22.3,0.0,0.0,27.9,14.1,84,110,-9.1
6,Jordan Clarkson,30:09,.506,.441,.235,.235,0.0,10.9,5.5,32.8,0.0,0.0,17.6,30.9,104,110,-5.1
7,Kelly Olynyk,21:01,.864,.864,.364,.000,10.6,10.4,10.5,14.4,0.0,0.0,8.3,23.4,155,110,11.3
8,Ochai Agbaji,20:01,.000,.000,.333,.000,0.0,21.8,11.0,0.0,0.0,4.1,25.0,8.2,0,105,-12.2
9,Walker Kessler,15:12,.667,.667,.000,.000,0.0,21.5,10.9,0.0,0.0,5.4,0.0,8.1,134,103,-6.8
10,Luka Šamanić,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-6.3
11,Omer Yurtseven,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,112,-7.1
12,Talen Horton-Tucker,Did Not Play,,,,,,,,,,,,,,,
