,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,94.7,.636,8.9,19.4,.247,129.9
1,CHO,94.7,.578,9.2,20.9,.144,123.6
