,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NOP,94.1,.726,15.2,34.6,.171,141.3
1,SAC,94.1,.500,8.5,16.0,.099,106.2
