,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Miles Bridges,37:37,.548,.500,.412,.412,5.0,22.3,12.6,16.1,0.0,0.0,9.1,26.7,109,125,-1.5
1,Brandon Miller,32:56,.400,.400,.533,.000,8.6,0.0,4.8,16.4,0.0,2.6,6.3,22.1,93,129,-5.6
2,Vasilije Micić,32:45,.571,.500,.571,.571,0.0,7.3,3.2,39.6,3.2,0.0,18.6,14.9,118,122,-0.3
3,Tre Mann,32:38,.389,.389,.667,.000,2.9,7.4,4.8,19.9,0.0,2.6,30.8,18.1,70,127,-10.8
4,Nick Richards,31:25,.806,.857,.000,.143,6.0,22.9,13.4,0.0,0.0,0.0,0.0,10.8,159,125,-0.1
5,Grant Williams,25:36,.475,.400,.700,.600,7.4,28.1,16.5,26.4,0.0,0.0,7.3,24.2,109,124,-0.7
6,Dāvis Bertāns,19:19,.788,.750,.875,.250,0.0,18.6,8.2,10.3,2.7,0.0,0.0,20.9,154,120,14.1
7,Aleksej Pokusevski,18:36,.338,.313,.750,.250,10.1,6.5,8.5,0.0,2.8,0.0,10.1,24.2,74,123,-10.5
8,Amari Bailey,2:17,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0,130,-27.6
9,Bryce McGowens,2:17,.532,.000,1.000,2.000,0.0,52.6,23.1,0.0,0.0,0.0,0.0,37.4,124,118,0.5
10,Nick Smith Jr.,2:17,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0,130,-27.2
11,JT Thor,2:17,,,,,0.0,52.6,23.1,0.0,0.0,0.0,,0.0,0,118,-5.2
