,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Andrew Wiggins,34:32,.521,.471,.353,.294,3.5,19.1,12.2,29.1,3.0,3.7,9.4,28.1,116,100,6.1
1,Chris Paul,32:53,.917,.917,.333,.000,0.0,20.0,11.2,32.3,0.0,0.0,40.0,13.9,122,108,-0.7
2,Stephen Curry,32:08,.624,.611,.611,.056,0.0,2.9,1.6,17.3,1.6,0.0,0.0,26.2,133,111,5.6
3,Trayce Jackson-Davis,30:48,.692,.692,.000,.000,15.6,12.2,13.7,4.6,3.4,12.3,0.0,19.3,149,97,7.6
4,Draymond Green,28:02,.571,.571,.286,.000,8.6,20.1,15.1,16.6,1.9,0.0,30.0,16.3,101,103,-4.9
5,Brandin Podziemski,25:43,.400,.400,.400,.000,4.7,14.6,10.3,12.6,0.0,0.0,0.0,8.9,119,110,-6.2
6,Moses Moody,24:52,.889,.875,.625,.125,9.7,7.6,8.5,15.1,2.1,0.0,10.6,17.4,159,108,12.2
7,Gary Payton II,13:00,.600,.600,.200,.000,0.0,7.2,4.1,10.0,0.0,9.7,0.0,17.6,127,107,-2.5
8,Kevon Looney,10:29,.820,.750,.000,.500,11.4,53.9,35.2,13.4,0.0,0.0,17.0,25.7,141,94,8.4
9,Lester Quinones,5:16,.000,.000,1.000,.000,0.0,17.9,10.0,19.0,0.0,0.0,0.0,17.4,37,109,-16.8
10,Jerome Robinson,2:17,.250,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,41,116,-78.8
11,Klay Thompson,Did Not Dress,,,,,,,,,,,,,,,
