,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAS,96.0,.532,7.1,31.0,.258,128.2
1,PHI,96.0,.521,3.4,38.8,.330,138.6
