,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,HOU,89.8,.525,11.9,20.0,.238,114.6
1,SAS,89.8,.543,12.9,26.3,.146,112.4
