,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,IND,96.7,.566,6.2,25.0,.143,129.3
1,CLE,96.7,.495,5.2,32.7,.152,116.8
