,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Stephen Curry,40:16,8,21,.381,5,11,.455,4,4,1.000,0,7,7,3,0,0,2,2,25,14.9,0
1,Chris Paul,37:34,4,9,.444,4,7,.571,0,0,,1,3,4,11,3,0,0,3,12,18.4,+3
2,Klay Thompson,36:30,5,13,.385,3,9,.333,3,3,1.000,0,2,2,4,0,1,4,4,16,7.4,+4
3,Andrew Wiggins,34:39,12,19,.632,5,8,.625,2,4,.500,0,0,0,3,1,1,0,4,31,23.9,+6
4,Kevon Looney,34:38,3,6,.500,0,0,,0,0,,7,9,16,5,0,1,1,0,6,13.8,-1
5,Brandin Podziemski,25:02,2,6,.333,1,4,.250,3,4,.750,0,3,3,3,0,0,3,0,8,4.2,-15
6,Jonathan Kuminga,20:21,6,10,.600,0,2,.000,1,2,.500,2,3,5,2,1,1,3,2,13,9.6,-18
7,Dario Šarić,18:22,3,9,.333,0,2,.000,0,0,,2,6,8,1,0,0,1,1,6,3.4,-6
8,Moses Moody,17:37,1,4,.250,0,3,.000,4,4,1.000,2,2,4,1,1,0,2,2,6,4.5,-8
9,Draymond Green,Player Suspended,,,,,,,,,,,,,,,,,,,,
10,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Lester Quinones,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Gui Santos,Did Not Play,,,,,,,,,,,,,,,,,,,,
