,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,109.9,.554,9.3,12.2,.089,110.1
1,ATL,109.9,.549,15.9,32.6,.315,118.3
