,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Fred VanVleet,30:26,.394,.375,.750,.250,3.4,7.7,5.4,28.8,3.0,0.0,31.1,17.5,81,121,-7.3
1,Dillon Brooks,27:18,.509,.500,.833,.333,0.0,8.6,4.0,10.8,0.0,0.0,0.0,10.4,118,127,-4.8
2,Alperen Sengun,27:08,.746,.722,.111,1.111,7.7,30.2,18.3,13.9,1.7,0.0,18.3,24.9,125,119,4.3
3,Jabari Smith Jr.,26:38,.765,.800,.400,.400,3.9,13.2,8.3,5.9,0.0,0.0,25.4,12.2,108,127,-2.5
4,Jalen Green,23:38,.336,.286,.571,.143,4.4,14.9,9.3,13.6,2.0,0.0,6.3,27.7,80,122,-8.7
5,Amen Thompson,27:35,.724,.731,.231,.385,7.6,12.7,10.0,34.2,0.0,9.5,16.5,27.2,124,120,10.7
6,Cam Whitmore,24:27,.528,.545,.727,.273,4.3,14.4,9.0,0.0,0.0,7.1,14.0,24.2,88,121,-3.6
7,Jock Landale,12:00,1.000,1.000,.000,.000,8.7,19.5,13.8,37.5,3.9,0.0,0.0,3.4,223,117,11.1
8,Jae'Sean Tate,12:00,.667,.667,.333,.000,0.0,48.8,23.0,28.6,3.9,0.0,57.1,24.1,61,111,-7.5
9,Reggie Bullock,9:53,.500,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,101,129,-6.7
10,Jeff Green,9:07,.581,.500,.500,.333,22.9,12.8,18.2,62.0,0.0,0.0,0.0,31.1,149,126,18.0
11,Aaron Holiday,7:44,.000,.000,.333,.000,0.0,15.1,7.1,17.2,0.0,0.0,40.0,26.7,14,127,-29.9
12,Jeenathan Williams,2:06,,,,,49.7,0.0,26.3,63.5,0.0,0.0,100.0,19.7,79,129,-3.0
13,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,
