,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,HOU,103.9,.530,18.9,26.1,.220,101.1
1,NOP,103.9,.604,11.1,22.0,.115,122.3
