,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,91.6,.629,18.1,19.4,.257,115.8
1,POR,91.6,.465,15.3,34.9,.186,104.8
