,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,99.5,.599,15.3,26.3,.198,120.6
1,MEM,99.5,.562,15.0,23.3,.146,113.6
