,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Tyrese Maxey,37:01,12,23,.522,5,9,.556,1,3,.333,0,4,4,4,0,0,2,0,30,19.9,-8
1,Kelly Oubre Jr.,33:28,4,13,.308,0,4,.000,1,2,.500,1,3,4,0,0,0,0,1,9,2.3,-4
2,Tobias Harris,27:43,5,11,.455,2,4,.500,3,4,.750,0,4,4,3,1,1,0,1,15,13.5,-12
3,Kyle Lowry,26:59,4,7,.571,1,3,.333,3,3,1.000,0,2,2,0,0,0,2,2,12,6.5,-11
4,Mo Bamba,23:07,2,3,.667,1,2,.500,0,0,,1,4,5,3,1,0,1,4,5,6.1,-1
5,Paul Reed,24:16,1,4,.250,1,2,.500,0,0,,2,5,7,2,2,2,2,3,3,5.1,-4
6,Buddy Hield,20:46,3,6,.500,3,4,.750,0,0,,0,0,0,2,0,1,1,3,9,5.9,+2
7,Nicolas Batum,20:31,2,5,.400,1,4,.250,0,0,,1,1,2,3,0,0,0,0,5,5.4,-14
8,KJ Martin,14:24,1,1,1.000,0,0,,2,2,1.000,0,1,1,1,2,0,0,4,4,5.1,+8
9,Cameron Payne,11:45,5,6,.833,3,3,1.000,0,0,,1,0,1,2,0,0,3,0,13,9.9,-1
10,Ricky Council IV,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Jeff Dowtin,Did Not Play,,,,,,,,,,,,,,,,,,,,
