,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,90.8,.565,4.7,31.0,.196,134.3
1,MIL,90.8,.547,13.6,24.3,.360,120.0
