,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Damian Lillard,38:42,.653,.409,.636,1.364,0.0,11.8,6.3,24.8,1.4,3.9,18.5,26.0,123,133,1.1
1,Giannis Antetokounmpo,38:32,.564,.500,.050,.550,10.1,35.6,23.7,44.2,1.4,4.0,13.9,34.9,116,125,6.2
2,Brook Lopez,28:46,.666,.625,.750,.500,4.5,15.9,10.6,5.9,0.0,7.9,23.5,20.7,102,132,-1.8
3,Malik Beasley,23:03,.750,.750,1.000,.000,0.0,5.0,2.6,21.7,0.0,0.0,0.0,12.1,156,141,0.5
4,Khris Middleton,13:01,.625,.625,.250,.000,19.9,17.6,18.7,26.7,0.0,0.0,33.3,21.5,104,137,-2.9
5,Pat Connaughton,31:03,.425,.300,.800,.400,0.0,3.7,2.0,9.2,0.0,0.0,0.0,8.8,110,141,-9.0
6,Bobby Portis,29:15,.800,.800,.400,.000,4.4,15.6,10.4,17.7,0.0,0.0,0.0,23.9,155,138,11.9
7,Jae Crowder,15:18,.000,.000,.000,.000,8.5,7.5,7.9,26.9,0.0,0.0,50.0,6.1,91,140,-4.6
8,A.J. Green,13:28,.333,.333,.667,.000,0.0,0.0,0.0,0.0,3.9,0.0,0.0,10.4,70,134,-9.5
9,Andre Jackson Jr.,4:12,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0,142,-24.6
10,Thanasis Antetokounmpo,1:10,,,,,100.0,0.0,52.1,0.0,0.0,0.0,,0.0,230,143,11.8
11,Chris Livingston,1:10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,143,-8.1
12,Ryan Rollins,1:10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,143,-10.1
13,TyTy Washington Jr.,1:10,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,0,143,-51.7
14,Danilo Gallinari,Did Not Play,,,,,,,,,,,,,,,
