,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,98.0,.517,13.5,26.1,.221,110.2
1,SAS,98.0,.506,15.8,17.5,.213,100.0
