,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,102.9,.476,15.1,18.0,.256,96.2
1,SAS,102.9,.426,13.2,26.3,.168,94.3
