,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Donovan Mitchell,38:06,.360,.385,.692,.154,0.0,18.0,7.9,26.0,3.8,5.9,26.5,21.0,70,111,-3.9
1,Darius Garland,34:55,.520,.520,.360,.000,3.1,3.9,3.4,11.5,7.0,0.0,3.8,31.6,105,110,9.2
2,Jarrett Allen,33:45,.500,.500,.000,.000,15.8,28.4,21.3,14.0,1.4,0.0,7.7,16.3,115,120,-0.9
3,Max Strus,29:37,.313,.313,.625,.000,7.2,18.5,12.2,18.1,0.0,0.0,20.0,14.3,79,124,-7.9
4,Evan Mobley,28:56,.515,.417,.333,.667,3.7,9.5,6.2,13.9,3.4,3.9,27.9,15.8,90,114,-3.2
5,Caris LeVert,28:15,.666,.607,.214,.286,3.8,29.1,14.9,13.4,0.0,0.0,6.0,25.1,132,124,5.5
6,Georges Niang,22:33,1.000,1.000,.500,.000,0.0,6.1,2.7,7.5,0.0,0.0,25.0,15.0,129,125,1.8
7,Sam Merrill,12:25,.000,.000,1.000,.000,0.0,22.1,9.7,9.9,0.0,0.0,0.0,13.7,17,124,-17.4
8,Marcus Morris,4:30,.521,.500,.000,1.000,23.7,0.0,13.3,37.6,0.0,0.0,25.8,36.5,97,127,-1.5
9,Damian Jones,1:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,127,-9.5
10,Isaiah Mobley,1:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,127,-8.5
11,Pete Nance,1:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.3,0,127,-38.0
12,Craig Porter Jr.,1:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.3,0,127,-41.6
13,Tristan Thompson,0:46,,,,,0.0,100.0,78.3,0.0,0.0,0.0,,0.0,0,106,2.4
