,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ATL,101.7,.520,9.1,29.4,.158,119.0
1,MIL,101.7,.674,13.6,24.2,.135,129.8
