,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,88.7,.489,11.4,23.5,.000,102.6
1,MIL,88.7,.636,16.3,27.8,.012,117.2
