,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,98.2,.581,5.6,15.0,.151,124.3
1,LAL,98.2,.611,4.8,9.8,.144,125.3
