,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,93.2,.553,3.8,21.7,.181,129.9
1,BRK,93.2,.537,14.6,20.9,.148,106.3
