,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Miles Bridges,32:04,3,16,.188,1,3,.333,2,2,1.000,0,5,5,4,0,0,2,2,9,0.5,-36
1,Brandon Miller,31:41,11,19,.579,5,8,.625,1,1,1.000,1,3,4,4,3,2,2,4,28,24.3,-17
2,Nick Richards,30:55,3,5,.600,0,0,,2,4,.500,3,8,11,1,0,1,0,1,8,10.4,-12
3,Bryce McGowens,24:54,6,10,.600,0,3,.000,3,4,.750,1,2,3,3,4,1,2,5,15,14.1,-7
4,Cody Martin,21:03,3,5,.600,1,3,.333,0,0,,0,1,1,4,0,0,1,0,7,6.8,-19
5,P.J. Washington,26:25,2,9,.222,0,3,.000,1,2,.500,1,5,6,1,2,0,5,3,5,-2.2,-19
6,Nick Smith Jr.,21:01,4,10,.400,3,4,.750,1,1,1.000,0,0,0,0,1,0,0,4,12,6.0,+3
7,Leaky Black,17:41,4,7,.571,3,3,1.000,0,0,,0,1,1,2,0,0,0,0,11,9.4,-5
8,Ish Smith,15:39,1,4,.250,0,0,,0,0,,0,1,1,3,1,0,1,1,2,1.6,-18
9,James Bouknight,6:12,2,4,.500,1,3,.333,0,0,,0,0,0,0,1,0,1,0,5,3.0,+10
10,JT Thor,6:12,2,3,.667,0,1,.000,0,0,,0,2,2,0,0,0,0,1,4,2.9,+10
11,Nathan Mensah,6:12,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,+10
12,Frank Ntilikina,Did Not Play,,,,,,,,,,,,,,,,,,,,
