,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CLE,93.7,.620,8.8,18.2,.022,123.8
1,NOP,93.7,.463,10.7,15.6,.263,101.4
