,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,96.8,.538,11.8,37.8,.261,127.0
1,OKC,96.8,.626,9.2,25.0,.143,131.1
