,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHI,93.8,.620,13.6,24.2,.253,125.8
1,MEM,93.8,.560,8.5,19.1,.088,117.3
