,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,HOU,99.0,.571,16.9,15.8,.095,105.1
1,LAL,99.0,.506,15.1,26.3,.253,106.1
