,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,104.9,.580,10.3,21.6,.352,126.7
1,DET,104.9,.490,11.9,19.6,.124,102.0
