,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,HOU,96.2,.522,12.5,26.7,.109,110.2
1,MIN,96.2,.604,16.4,19.4,.260,117.5
