,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,POR,103.9,.512,15.1,17.9,.333,105.8
1,DET,103.9,.506,16.0,14.0,.111,97.2
