,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DEN,97.1,.441,11.4,22.2,.128,97.8
1,MIL,97.1,.595,11.5,20.0,.143,115.3
