,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,94.7,.574,3.7,23.3,.202,134.1
1,UTA,94.7,.586,8.4,25.0,.253,130.9
