,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,99.5,.585,15.9,27.3,.293,120.6
1,OKC,99.5,.622,3.9,8.8,.189,129.7
