,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,92.6,.563,9.4,31.0,.161,121.0
1,DET,92.6,.588,11.7,17.5,.106,117.7
