,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIN,94.4,.565,11.2,22.2,.207,118.0
1,CHI,94.4,.548,11.6,28.9,.290,123.8
