,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,92.8,.471,10.9,31.9,.264,113.2
1,POR,92.8,.470,15.7,27.1,.167,100.2
