,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,99.3,.622,13.0,32.4,.189,129.9
1,WAS,99.3,.563,7.4,16.7,.105,117.8
