,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Anthony Davis,41:08,.511,.417,.111,.444,8.3,20.4,14.2,11.7,1.2,2.5,8.5,27.0,108,126,-3.0
1,LeBron James,40:07,.483,.438,.500,.375,2.8,35.9,19.0,34.9,2.5,0.0,21.2,27.8,96,122,-2.8
2,Austin Reaves,37:28,.783,.794,.706,.118,0.0,19.2,9.4,20.3,1.4,0.0,5.3,23.8,142,128,10.6
3,Rui Hachimura,35:53,.909,.909,.273,.000,3.2,6.7,4.9,5.2,0.0,0.0,15.4,17.1,140,134,1.8
4,D'Angelo Russell,33:10,.304,.278,.444,.222,3.4,3.6,3.5,24.7,1.5,3.1,16.8,16.9,83,129,-7.6
5,Spencer Dinwiddie,19:43,.000,.000,.500,.000,0.0,6.1,3.0,6.4,2.6,0.0,0.0,4.8,34,128,-8.7
6,Taurean Prince,13:17,1.215,1.250,.500,1.000,0.0,9.0,4.4,0.0,7.7,0.0,0.0,10.2,250,115,15.0
7,Max Christie,9:31,.500,.500,.500,.000,0.0,12.6,6.2,15.3,0.0,0.0,33.3,14.9,78,133,-8.2
8,Jaxson Hayes,6:52,1.064,1.000,.000,2.000,16.6,0.0,8.5,0.0,0.0,0.0,34.7,19.8,144,134,-8.9
9,Harry Giles,0:57,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-6.7
10,Maxwell Lewis,0:57,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-6.9
11,Skylar Mays,0:57,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-8.8
