,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,95.8,.481,15.1,17.4,.231,97.1
1,OKC,95.8,.640,9.5,20.5,.054,129.4
