,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,99.5,.500,10.8,23.9,.276,111.5
1,PHI,99.5,.614,12.4,7.9,.229,121.6
