,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHO,92.4,.539,11.7,30.6,.167,121.2
1,NOP,92.4,.642,10.9,38.1,.216,142.9
