,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,104.9,.612,15.4,23.1,.085,117.3
1,WAS,104.9,.559,17.0,23.9,.086,106.8
