,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,95.3,.511,10.0,28.3,.167,112.3
1,DEN,95.3,.604,10.3,22.5,.099,124.8
