,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Scoot Henderson,35:50,.481,.455,.273,.091,2.9,6.9,4.7,14.4,0.0,0.0,25.9,17.6,88,133,-11.4
1,Jerami Grant,29:57,.472,.417,.333,.333,7.0,4.1,5.7,4.5,0.0,2.9,17.9,22.9,91,133,-9.4
2,Anfernee Simons,27:22,.571,.500,.429,.286,3.8,4.5,4.1,21.0,3.6,0.0,0.0,23.5,140,126,7.1
3,Deandre Ayton,23:05,.500,.500,.000,.000,13.6,48.0,29.4,5.2,6.3,3.7,42.9,12.4,80,103,-4.2
4,Matisse Thybulle,20:05,.571,.571,.857,.000,5.2,0.0,2.8,6.5,2.4,0.0,22.2,18.3,100,130,-2.5
5,Shaedon Sharpe,28:29,.485,.464,.429,.071,14.7,8.6,11.9,14.9,1.7,0.0,0.0,20.7,127,129,-0.3
6,Robert Williams,23:13,.672,.714,.000,.143,9.0,26.5,17.0,0.0,6.3,3.7,21.2,16.6,108,110,0.2
7,Malcolm Brogdon,22:39,.608,.594,.313,.063,0.0,10.9,5.0,39.2,0.0,0.0,5.7,31.5,133,132,9.1
8,Toumani Camara,15:51,.595,.600,.400,.400,0.0,15.5,7.1,8.0,0.0,5.4,0.0,15.2,137,127,2.2
9,Jabari Walker,6:21,.694,.667,.000,1.000,16.4,0.0,8.9,0.0,0.0,0.0,31.6,40.7,97,135,-8.8
10,Kris Murray,5:18,,,,,0.0,23.2,10.7,0.0,0.0,0.0,,0.0,0,128,-6.4
11,Rayan Rupert,1:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-8.3
12,Moses Brown,Did Not Play,,,,,,,,,,,,,,,
