,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jerami Grant,45:00,.648,.534,.207,.690,5.9,16.4,11.4,28.8,0.0,0.0,9.6,41.5,130,129,2.8
1,Jabari Walker,43:29,.511,.464,.214,.429,9.1,22.7,16.2,7.2,1.2,3.7,5.7,18.1,114,122,-5.3
2,Matisse Thybulle,38:03,.167,.167,.333,.000,0.0,3.2,1.7,24.6,6.8,4.2,0.0,7.1,94,116,0.0
3,Toumani Camara,35:38,.643,.643,.143,.000,14.9,20.8,17.9,4.2,1.4,0.0,12.5,10.0,131,124,-6.0
4,Anfernee Simons,25:18,.657,.579,.632,.368,0.0,9.7,5.0,47.3,0.0,0.0,8.3,42.6,130,131,8.1
5,Kris Murray,28:27,1.000,1.000,.333,.000,9.3,4.3,6.7,17.6,1.8,2.8,14.3,11.0,169,128,7.5
6,Ashton Hagans,27:42,.286,.286,.429,.000,0.0,8.9,4.6,15.4,0.0,0.0,22.2,14.5,64,132,-18.3
7,Justin Minaya,11:52,.000,.000,1.000,.000,0.0,10.4,5.4,0.0,4.3,0.0,50.0,7.5,0,121,-13.8
8,Ibou Badji,9:31,,,,,0.0,0.0,0.0,27.2,0.0,16.9,100.0,14.1,32,125,-11.4
9,Scoot Henderson,Did Not Dress,,,,,,,,,,,,,,,
10,Duop Reath,Did Not Dress,,,,,,,,,,,,,,,
11,Rayan Rupert,Did Not Play,,,,,,,,,,,,,,,
