,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,88.9,.633,7.8,30.8,.078,136.1
1,LAC,88.9,.542,12.5,28.6,.205,120.3
