,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,98.2,.554,10.4,14.9,.179,109.9
1,UTA,98.2,.579,13.8,32.4,.225,125.2
