,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,94.2,.694,16.5,41.4,.275,141.1
1,HOU,94.2,.488,10.8,27.9,.302,116.7
