,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Stephen Curry,30:39,9,14,.643,2,6,.333,9,9,1.000,0,6,6,6,0,0,3,2,29,25.0,+29
1,Klay Thompson,29:14,11,15,.733,7,11,.636,0,0,,0,3,3,4,0,0,3,3,29,22.4,+20
2,Draymond Green,28:59,2,3,.667,0,1,.000,1,2,.500,2,6,8,5,1,1,2,5,5,7.7,+26
3,Trayce Jackson-Davis,27:48,8,10,.800,0,0,,4,4,1.000,2,3,5,4,1,1,1,3,20,20.8,+20
4,Andrew Wiggins,22:34,3,8,.375,1,5,.200,3,4,.750,0,5,5,2,0,0,1,1,10,6.7,+22
5,Brandin Podziemski,24:24,2,5,.400,0,0,,0,0,,2,2,4,2,1,0,2,1,4,3.3,-4
6,Moses Moody,23:49,3,4,.750,1,2,.500,2,2,1.000,1,2,3,1,0,0,0,3,9,8.2,+1
7,Chris Paul,21:42,3,9,.333,2,4,.500,0,0,,0,2,2,3,1,0,3,1,8,3.2,-7
8,Gary Payton II,14:07,3,3,1.000,1,1,1.000,1,2,.500,2,0,2,0,1,0,2,1,8,6.7,+3
9,Kevon Looney,8:51,0,3,.000,0,0,,2,2,1.000,3,1,4,2,1,0,1,3,2,2.5,-1
10,Lester Quinones,3:55,3,4,.750,3,3,1.000,0,0,,0,0,0,0,0,0,0,0,9,7.4,+3
11,Jerome Robinson,3:55,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.1,+3
