,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIN,101.4,.602,12.6,22.5,.182,120.3
1,HOU,101.4,.467,13.4,14.0,.122,93.7
