,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,96.5,.385,7.0,23.2,.208,97.4
1,LAL,96.5,.521,19.4,27.5,.342,104.6
