,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NOP,92.8,.667,12.4,12.1,.213,125.1
1,ATL,92.8,.511,10.2,23.5,.110,111.0
