,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,95.5,.560,16.8,20.9,.176,111.9
1,POR,95.5,.553,11.3,34.6,.136,121.4
