,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MEM,96.6,.430,16.9,25.5,.163,91.1
1,ORL,96.6,.628,14.5,13.5,.256,122.1
