,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,100.7,.563,10.8,35.7,.200,125.1
1,IND,100.7,.724,14.5,20.6,.200,139.0
