,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Taurean Prince,30:34,.215,.125,.500,.375,0.0,0.0,0.0,3.3,0.0,2.9,17.7,16.0,46,105,-15.4
1,Anthony Davis,29:11,.802,.786,.000,.357,21.6,32.3,28.0,21.3,3.2,0.0,11.0,27.0,153,87,14.4
2,D'Angelo Russell,26:17,.893,.944,.444,.556,0.0,9.8,5.8,40.3,0.0,3.4,0.0,18.4,185,101,16.3
3,LeBron James,24:01,.781,.750,.500,.200,5.3,21.4,14.9,48.6,0.0,0.0,15.5,23.2,149,99,14.0
4,Cam Reddish,5:08,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,106,-8.4
5,Rui Hachimura,28:27,.432,.385,.385,.154,8.9,12.1,10.8,4.0,0.0,0.0,6.7,22.6,97,102,-10.9
6,Christian Wood,26:39,.962,.929,.286,.429,4.7,22.5,15.3,9.4,0.0,3.3,19.4,16.8,151,96,4.9
7,Austin Reaves,26:22,.644,.577,.308,.308,0.0,16.3,9.7,25.1,5.4,0.0,11.9,27.5,124,89,7.7
8,Max Christie,24:32,.438,.438,.625,.000,0.0,17.5,10.4,18.1,1.9,3.6,0.0,14.1,113,94,1.4
9,Jaxson Hayes,18:49,.940,1.000,.000,.750,0.0,9.1,5.4,6.6,0.0,4.7,27.3,16.8,123,100,1.3
10,Jalen Hood-Schifino,Did Not Play,,,,,,,,,,,,,,,
11,Jarred Vanderbilt,Did Not Dress,,,,,,,,,,,,,,,
